deg_wav,mos
./withReverberationTrainDevMOS/0259.wav,1.08
./withReverberationTrainDevMOS/0260.wav,1.0
./withReverberationTrainDevMOS/0261.wav,1.0
./withReverberationTrainDevMOS/0263.wav,1.0
./withReverberationTrainDevMOS/0275.wav,1.92
./withReverberationTrainDevMOS/0276.wav,1.68
./withReverberationTrainDevMOS/0300.wav,1.48
./withReverberationTrainDevMOS/0301.wav,1.24
./withReverberationTrainDevMOS/0304.wav,1.0
./withReverberationTrainDevMOS/0305.wav,1.12
./withReverberationTrainDevMOS/0307.wav,1.0
./withReverberationTrainDevMOS/0308.wav,1.2
./withReverberationTrainDevMOS/0309.wav,1.12
./withReverberationTrainDevMOS/0310.wav,1.2
./withReverberationTrainDevMOS/0312.wav,1.08
./withReverberationTrainDevMOS/0313.wav,1.0
./withReverberationTrainDevMOS/0314.wav,1.04
./withReverberationTrainDevMOS/0316.wav,1.88
./withReverberationTrainDevMOS/0328.wav,1.72
./withReverberationTrainDevMOS/0350.wav,1.44
./withReverberationTrainDevMOS/0353.wav,1.24
./withReverberationTrainDevMOS/0354.wav,1.32
./withReverberationTrainDevMOS/0355.wav,1.08
./withReverberationTrainDevMOS/0356.wav,1.08
./withReverberationTrainDevMOS/0357.wav,1.16
./withReverberationTrainDevMOS/0358.wav,1.0
./withReverberationTrainDevMOS/0359.wav,1.0
./withReverberationTrainDevMOS/0360.wav,1.0
./withReverberationTrainDevMOS/0361.wav,1.0
./withReverberationTrainDevMOS/0362.wav,1.08
./withReverberationTrainDevMOS/0363.wav,1.12
./withReverberationTrainDevMOS/0364.wav,1.04
./withReverberationTrainDevMOS/0371.wav,2.0
./withReverberationTrainDevMOS/0400.wav,1.15
./withReverberationTrainDevMOS/0401.wav,1.0
./withReverberationTrainDevMOS/0402.wav,1.0
./withReverberationTrainDevMOS/0403.wav,1.0
./withReverberationTrainDevMOS/0405.wav,1.22
./withReverberationTrainDevMOS/0406.wav,1.11
./withReverberationTrainDevMOS/0407.wav,1.0
./withReverberationTrainDevMOS/0409.wav,1.15
./withReverberationTrainDevMOS/0410.wav,1.0
./withReverberationTrainDevMOS/0411.wav,1.0
./withReverberationTrainDevMOS/0412.wav,1.04
./withReverberationTrainDevMOS/0413.wav,1.04
./withReverberationTrainDevMOS/0414.wav,1.0
./withReverberationTrainDevMOS/0416.wav,1.85
./withReverberationTrainDevMOS/0417.wav,1.81
./withReverberationTrainDevMOS/0424.wav,2.0
./withReverberationTrainDevMOS/0452.wav,1.04
./withReverberationTrainDevMOS/0453.wav,1.0
./withReverberationTrainDevMOS/0454.wav,1.0
./withReverberationTrainDevMOS/0455.wav,1.0
./withReverberationTrainDevMOS/0456.wav,1.04
./withReverberationTrainDevMOS/0457.wav,1.0
./withReverberationTrainDevMOS/0458.wav,1.08
./withReverberationTrainDevMOS/0459.wav,1.0
./withReverberationTrainDevMOS/0460.wav,1.08
./withReverberationTrainDevMOS/0461.wav,1.0
./withReverberationTrainDevMOS/0462.wav,1.46
./withReverberationTrainDevMOS/0464.wav,1.0
./withReverberationTrainDevMOS/0466.wav,1.54
./withReverberationTrainDevMOS/0467.wav,1.88
./withReverberationTrainDevMOS/0468.wav,1.54
./withReverberationTrainDevMOS/0469.wav,1.88
./withReverberationTrainDevMOS/0473.wav,1.77
./withReverberationTrainDevMOS/0477.wav,1.85
./withReverberationTrainDevMOS/0478.wav,1.58
./withReverberationTrainDevMOS/0479.wav,1.85
./withReverberationTrainDevMOS/0500.wav,1.04
./withReverberationTrainDevMOS/0501.wav,1.36
./withReverberationTrainDevMOS/0503.wav,1.08
./withReverberationTrainDevMOS/0505.wav,1.0
./withReverberationTrainDevMOS/0506.wav,1.12
./withReverberationTrainDevMOS/0507.wav,1.24
./withReverberationTrainDevMOS/0508.wav,1.04
./withReverberationTrainDevMOS/0509.wav,1.0
./withReverberationTrainDevMOS/0510.wav,1.0
./withReverberationTrainDevMOS/0511.wav,1.0
./withReverberationTrainDevMOS/0513.wav,1.0
./withReverberationTrainDevMOS/0514.wav,1.0
./withReverberationTrainDevMOS/0520.wav,2.0
./withReverberationTrainDevMOS/0521.wav,2.0
./withReverberationTrainDevMOS/0523.wav,1.84
./withReverberationTrainDevMOS/0524.wav,1.56
./withReverberationTrainDevMOS/0525.wav,1.8
./withReverberationTrainDevMOS/0528.wav,1.92
./withReverberationTrainDevMOS/0551.wav,1.0
./withReverberationTrainDevMOS/0552.wav,1.0
./withReverberationTrainDevMOS/0554.wav,1.16
./withReverberationTrainDevMOS/0555.wav,1.0
./withReverberationTrainDevMOS/0556.wav,1.0
./withReverberationTrainDevMOS/0557.wav,1.04
./withReverberationTrainDevMOS/0558.wav,1.08
./withReverberationTrainDevMOS/0559.wav,1.04
./withReverberationTrainDevMOS/0561.wav,1.28
./withReverberationTrainDevMOS/0563.wav,1.0
./withReverberationTrainDevMOS/0564.wav,1.0
./withReverberationTrainDevMOS/0566.wav,1.88
./withReverberationTrainDevMOS/0567.wav,1.92
./withReverberationTrainDevMOS/0572.wav,1.92
./withReverberationTrainDevMOS/0576.wav,1.96
./withReverberationTrainDevMOS/0579.wav,2.0
./withReverberationTrainDevMOS/0600.wav,1.28
./withReverberationTrainDevMOS/0601.wav,1.48
./withReverberationTrainDevMOS/0603.wav,1.04
./withReverberationTrainDevMOS/0604.wav,1.36
./withReverberationTrainDevMOS/0606.wav,1.12
./withReverberationTrainDevMOS/0607.wav,1.24
./withReverberationTrainDevMOS/0608.wav,1.0
./withReverberationTrainDevMOS/0609.wav,1.0
./withReverberationTrainDevMOS/0610.wav,1.0
./withReverberationTrainDevMOS/0611.wav,1.0
./withReverberationTrainDevMOS/0612.wav,1.0
./withReverberationTrainDevMOS/0613.wav,1.0
./withReverberationTrainDevMOS/0614.wav,1.0
./withReverberationTrainDevMOS/0618.wav,1.6
./withReverberationTrainDevMOS/0619.wav,2.0
./withReverberationTrainDevMOS/0624.wav,1.88
./withReverberationTrainDevMOS/0625.wav,1.84
./withReverberationTrainDevMOS/0626.wav,1.84
./withReverberationTrainDevMOS/0627.wav,1.4
./withReverberationTrainDevMOS/0628.wav,1.92
./withReverberationTrainDevMOS/0650.wav,1.08
./withReverberationTrainDevMOS/0651.wav,1.0
./withReverberationTrainDevMOS/0652.wav,1.0
./withReverberationTrainDevMOS/0653.wav,1.0
./withReverberationTrainDevMOS/0654.wav,1.0
./withReverberationTrainDevMOS/0655.wav,1.0
./withReverberationTrainDevMOS/0657.wav,1.24
./withReverberationTrainDevMOS/0658.wav,1.04
./withReverberationTrainDevMOS/0659.wav,1.08
./withReverberationTrainDevMOS/0660.wav,1.04
./withReverberationTrainDevMOS/0664.wav,1.08
./withReverberationTrainDevMOS/0666.wav,1.72
./withReverberationTrainDevMOS/0667.wav,1.8
./withReverberationTrainDevMOS/0677.wav,1.92
./withReverberationTrainDevMOS/0678.wav,1.6
./withReverberationTrainDevMOS/0679.wav,1.72
./withReverberationTrainDevMOS/0701.wav,1.24
./withReverberationTrainDevMOS/0702.wav,1.04
./withReverberationTrainDevMOS/0704.wav,1.0
./withReverberationTrainDevMOS/0705.wav,1.0
./withReverberationTrainDevMOS/0706.wav,1.0
./withReverberationTrainDevMOS/0708.wav,1.24
./withReverberationTrainDevMOS/0710.wav,1.12
./withReverberationTrainDevMOS/0711.wav,1.04
./withReverberationTrainDevMOS/0712.wav,1.0
./withReverberationTrainDevMOS/0713.wav,1.24
./withReverberationTrainDevMOS/0714.wav,1.12
./withReverberationTrainDevMOS/0716.wav,1.68
./withReverberationTrainDevMOS/0717.wav,1.52
./withReverberationTrainDevMOS/0718.wav,1.8
./withReverberationTrainDevMOS/0719.wav,1.68
./withReverberationTrainDevMOS/0720.wav,1.68
./withReverberationTrainDevMOS/0721.wav,2.0
./withReverberationTrainDevMOS/0723.wav,1.52
./withReverberationTrainDevMOS/0724.wav,1.76
./withReverberationTrainDevMOS/0725.wav,2.0
./withReverberationTrainDevMOS/0727.wav,1.2
./withReverberationTrainDevMOS/0728.wav,1.68
./withReverberationTrainDevMOS/0019.wav,2.85
./withReverberationTrainDevMOS/0024.wav,2.36
./withReverberationTrainDevMOS/0025.wav,2.78
./withReverberationTrainDevMOS/0029.wav,2.65
./withReverberationTrainDevMOS/0066.wav,2.74
./withReverberationTrainDevMOS/0068.wav,2.75
./withReverberationTrainDevMOS/0070.wav,2.09
./withReverberationTrainDevMOS/0071.wav,2.65
./withReverberationTrainDevMOS/0072.wav,2.93
./withReverberationTrainDevMOS/0075.wav,2.71
./withReverberationTrainDevMOS/0076.wav,2.68
./withReverberationTrainDevMOS/0077.wav,2.21
./withReverberationTrainDevMOS/0078.wav,2.6
./withReverberationTrainDevMOS/0087.wav,2.98
./withReverberationTrainDevMOS/0115.wav,2.01
./withReverberationTrainDevMOS/0116.wav,2.68
./withReverberationTrainDevMOS/0117.wav,2.86
./withReverberationTrainDevMOS/0118.wav,2.94
./withReverberationTrainDevMOS/0119.wav,2.68
./withReverberationTrainDevMOS/0121.wav,2.92
./withReverberationTrainDevMOS/0122.wav,2.95
./withReverberationTrainDevMOS/0123.wav,2.64
./withReverberationTrainDevMOS/0124.wav,2.1
./withReverberationTrainDevMOS/0126.wav,2.66
./withReverberationTrainDevMOS/0127.wav,2.81
./withReverberationTrainDevMOS/0128.wav,2.36
./withReverberationTrainDevMOS/0131.wav,2.69
./withReverberationTrainDevMOS/0167.wav,2.92
./withReverberationTrainDevMOS/0168.wav,2.91
./withReverberationTrainDevMOS/0169.wav,2.78
./withReverberationTrainDevMOS/0170.wav,2.73
./withReverberationTrainDevMOS/0172.wav,2.9
./withReverberationTrainDevMOS/0173.wav,2.36
./withReverberationTrainDevMOS/0174.wav,2.37
./withReverberationTrainDevMOS/0175.wav,2.76
./withReverberationTrainDevMOS/0185.wav,2.87
./withReverberationTrainDevMOS/0215.wav,2.64
./withReverberationTrainDevMOS/0219.wav,3.0
./withReverberationTrainDevMOS/0221.wav,2.6
./withReverberationTrainDevMOS/0223.wav,2.72
./withReverberationTrainDevMOS/0227.wav,2.12
./withReverberationTrainDevMOS/0229.wav,2.44
./withReverberationTrainDevMOS/0266.wav,2.92
./withReverberationTrainDevMOS/0267.wav,3.0
./withReverberationTrainDevMOS/0268.wav,2.6
./withReverberationTrainDevMOS/0273.wav,2.12
./withReverberationTrainDevMOS/0274.wav,2.2
./withReverberationTrainDevMOS/0278.wav,2.08
./withReverberationTrainDevMOS/0279.wav,2.12
./withReverberationTrainDevMOS/0283.wav,2.96
./withReverberationTrainDevMOS/0315.wav,2.32
./withReverberationTrainDevMOS/0317.wav,2.28
./withReverberationTrainDevMOS/0318.wav,2.32
./withReverberationTrainDevMOS/0319.wav,2.04
./withReverberationTrainDevMOS/0320.wav,2.56
./withReverberationTrainDevMOS/0323.wav,2.16
./withReverberationTrainDevMOS/0324.wav,2.44
./withReverberationTrainDevMOS/0325.wav,2.44
./withReverberationTrainDevMOS/0326.wav,2.12
./withReverberationTrainDevMOS/0327.wav,2.2
./withReverberationTrainDevMOS/0365.wav,2.32
./withReverberationTrainDevMOS/0367.wav,2.24
./withReverberationTrainDevMOS/0368.wav,2.48
./withReverberationTrainDevMOS/0369.wav,2.4
./withReverberationTrainDevMOS/0370.wav,2.92
./withReverberationTrainDevMOS/0372.wav,2.16
./withReverberationTrainDevMOS/0373.wav,2.36
./withReverberationTrainDevMOS/0374.wav,2.52
./withReverberationTrainDevMOS/0376.wav,2.44
./withReverberationTrainDevMOS/0377.wav,2.56
./withReverberationTrainDevMOS/0378.wav,2.28
./withReverberationTrainDevMOS/0379.wav,2.52
./withReverberationTrainDevMOS/0382.wav,2.84
./withReverberationTrainDevMOS/0385.wav,2.92
./withReverberationTrainDevMOS/0415.wav,2.52
./withReverberationTrainDevMOS/0418.wav,2.3
./withReverberationTrainDevMOS/0419.wav,2.3
./withReverberationTrainDevMOS/0420.wav,2.22
./withReverberationTrainDevMOS/0422.wav,2.15
./withReverberationTrainDevMOS/0423.wav,2.11
./withReverberationTrainDevMOS/0425.wav,2.11
./withReverberationTrainDevMOS/0427.wav,2.67
./withReverberationTrainDevMOS/0428.wav,2.7
./withReverberationTrainDevMOS/0465.wav,2.54
./withReverberationTrainDevMOS/0476.wav,2.58
./withReverberationTrainDevMOS/0516.wav,2.2
./withReverberationTrainDevMOS/0517.wav,2.12
./withReverberationTrainDevMOS/0529.wav,2.4
./withReverberationTrainDevMOS/0531.wav,3.0
./withReverberationTrainDevMOS/0534.wav,2.76
./withReverberationTrainDevMOS/0539.wav,2.84
./withReverberationTrainDevMOS/0565.wav,2.44
./withReverberationTrainDevMOS/0569.wav,2.6
./withReverberationTrainDevMOS/0570.wav,2.12
./withReverberationTrainDevMOS/0571.wav,2.12
./withReverberationTrainDevMOS/0573.wav,2.44
./withReverberationTrainDevMOS/0574.wav,2.4
./withReverberationTrainDevMOS/0575.wav,2.48
./withReverberationTrainDevMOS/0577.wav,2.16
./withReverberationTrainDevMOS/0578.wav,2.16
./withReverberationTrainDevMOS/0587.wav,3.0
./withReverberationTrainDevMOS/0588.wav,2.96
./withReverberationTrainDevMOS/0605.wav,2.04
./withReverberationTrainDevMOS/0615.wav,2.04
./withReverberationTrainDevMOS/0616.wav,2.12
./withReverberationTrainDevMOS/0620.wav,2.24
./withReverberationTrainDevMOS/0621.wav,2.04
./withReverberationTrainDevMOS/0623.wav,2.16
./withReverberationTrainDevMOS/0638.wav,2.96
./withReverberationTrainDevMOS/0669.wav,2.48
./withReverberationTrainDevMOS/0670.wav,2.24
./withReverberationTrainDevMOS/0671.wav,2.6
./withReverberationTrainDevMOS/0673.wav,2.52
./withReverberationTrainDevMOS/0674.wav,2.8
./withReverberationTrainDevMOS/0675.wav,2.2
./withReverberationTrainDevMOS/0676.wav,2.12
./withReverberationTrainDevMOS/0715.wav,2.04
./withReverberationTrainDevMOS/0766.wav,2.48
./withReverberationTrainDevMOS/0767.wav,2.48
./withReverberationTrainDevMOS/0768.wav,2.64
./withReverberationTrainDevMOS/0770.wav,2.2
./withReverberationTrainDevMOS/0775.wav,2.08
./withReverberationTrainDevMOS/0777.wav,2.12
./withReverberationTrainDevMOS/0778.wav,2.28
./withReverberationTrainDevMOS/0779.wav,2.24
./withReverberationTrainDevMOS/0787.wav,2.96
./withReverberationTrainDevMOS/0815.wav,2.56
./withReverberationTrainDevMOS/0816.wav,2.28
./withReverberationTrainDevMOS/0819.wav,2.36
./withReverberationTrainDevMOS/0820.wav,2.44
./withReverberationTrainDevMOS/0821.wav,2.32
./withReverberationTrainDevMOS/0823.wav,2.6
./withReverberationTrainDevMOS/0824.wav,2.4
./withReverberationTrainDevMOS/0825.wav,2.52
./withReverberationTrainDevMOS/0828.wav,2.8
./withReverberationTrainDevMOS/0835.wav,2.92
./withReverberationTrainDevMOS/0860.wav,2.56
./withReverberationTrainDevMOS/0865.wav,2.12
./withReverberationTrainDevMOS/0866.wav,2.64
./withReverberationTrainDevMOS/0883.wav,2.6
./withReverberationTrainDevMOS/0928.wav,2.08
./withReverberationTrainDevMOS/0967.wav,2.56
./withReverberationTrainDevMOS/0968.wav,2.12
./withReverberationTrainDevMOS/0974.wav,2.16
./withReverberationTrainDevMOS/0979.wav,2.2
./withReverberationTrainDevMOS/1025.wav,2.16
./withReverberationTrainDevMOS/1026.wav,2.32
./withReverberationTrainDevMOS/1027.wav,2.16
./withReverberationTrainDevMOS/1028.wav,2.2
./withReverberationTrainDevMOS/1029.wav,2.12
./withReverberationTrainDevMOS/1033.wav,2.8
./withReverberationTrainDevMOS/1037.wav,2.84
./withReverberationTrainDevMOS/1038.wav,2.72
./withReverberationTrainDevMOS/1039.wav,3.0
./withReverberationTrainDevMOS/1065.wav,2.84
./withReverberationTrainDevMOS/1069.wav,2.08
./withReverberationTrainDevMOS/1070.wav,2.52
./withReverberationTrainDevMOS/1071.wav,2.56
./withReverberationTrainDevMOS/1072.wav,2.36
./withReverberationTrainDevMOS/1073.wav,2.28
./withReverberationTrainDevMOS/1075.wav,2.44
./withReverberationTrainDevMOS/1076.wav,2.44
./withReverberationTrainDevMOS/1077.wav,2.76
./withReverberationTrainDevMOS/1079.wav,2.76
./withReverberationTrainDevMOS/1080.wav,2.92
./withReverberationTrainDevMOS/1115.wav,2.73
./withReverberationTrainDevMOS/1116.wav,2.5
./withReverberationTrainDevMOS/1118.wav,2.62
./withReverberationTrainDevMOS/1119.wav,2.35
./withReverberationTrainDevMOS/1124.wav,2.27
./withReverberationTrainDevMOS/1126.wav,2.23
./withReverberationTrainDevMOS/1129.wav,2.96
./withReverberationTrainDevMOS/1131.wav,2.96
./withReverberationTrainDevMOS/1165.wav,2.85
./withReverberationTrainDevMOS/1166.wav,2.46
./withReverberationTrainDevMOS/1169.wav,2.08
./withReverberationTrainDevMOS/1174.wav,2.08
./withReverberationTrainDevMOS/1176.wav,2.42
./withReverberationTrainDevMOS/1178.wav,2.46
./withReverberationTrainDevMOS/1187.wav,2.96
./withReverberationTrainDevMOS/1215.wav,2.52
./withReverberationTrainDevMOS/1217.wav,2.88
./withReverberationTrainDevMOS/1218.wav,2.76
./withReverberationTrainDevMOS/1219.wav,2.6
./withReverberationTrainDevMOS/1220.wav,2.88
./withReverberationTrainDevMOS/1221.wav,2.16
./withReverberationTrainDevMOS/1223.wav,2.68
./withReverberationTrainDevMOS/1225.wav,2.04
./withReverberationTrainDevMOS/1227.wav,2.04
./withReverberationTrainDevMOS/1229.wav,2.24
./withReverberationTrainDevMOS/1234.wav,3.0
./withReverberationTrainDevMOS/1266.wav,2.12
./withReverberationTrainDevMOS/1267.wav,2.2
./withReverberationTrainDevMOS/1268.wav,2.48
./withReverberationTrainDevMOS/1269.wav,2.08
./withReverberationTrainDevMOS/1283.wav,3.0
./withReverberationTrainDevMOS/1327.wav,2.12
./withReverberationTrainDevMOS/1331.wav,2.32
./withReverberationTrainDevMOS/1332.wav,2.56
./withReverberationTrainDevMOS/1336.wav,2.68
./withReverberationTrainDevMOS/1339.wav,2.96
./withReverberationTrainDevMOS/1367.wav,2.04
./withReverberationTrainDevMOS/1369.wav,2.44
./withReverberationTrainDevMOS/1371.wav,2.12
./withReverberationTrainDevMOS/1376.wav,2.16
./withReverberationTrainDevMOS/1382.wav,3.0
./withReverberationTrainDevMOS/1389.wav,2.32
./withReverberationTrainDevMOS/1415.wav,2.84
./withReverberationTrainDevMOS/1416.wav,2.52
./withReverberationTrainDevMOS/1424.wav,2.08
./withReverberationTrainDevMOS/1427.wav,2.04
./withReverberationTrainDevMOS/1430.wav,2.44
./withReverberationTrainDevMOS/1431.wav,2.84
./withReverberationTrainDevMOS/1433.wav,2.16
./withReverberationTrainDevMOS/1434.wav,2.68
./withReverberationTrainDevMOS/1435.wav,2.36
./withReverberationTrainDevMOS/1438.wav,2.4
./withReverberationTrainDevMOS/1439.wav,2.28
./withReverberationTrainDevMOS/1448.wav,3.0
./withReverberationTrainDevMOS/1471.wav,2.88
./withReverberationTrainDevMOS/0015.wav,3.07
./withReverberationTrainDevMOS/0016.wav,3.28
./withReverberationTrainDevMOS/0017.wav,3.22
./withReverberationTrainDevMOS/0018.wav,3.15
./withReverberationTrainDevMOS/0020.wav,3.33
./withReverberationTrainDevMOS/0021.wav,3.03
./withReverberationTrainDevMOS/0022.wav,3.01
./withReverberationTrainDevMOS/0023.wav,3.06
./withReverberationTrainDevMOS/0026.wav,3.28
./withReverberationTrainDevMOS/0030.wav,3.49
./withReverberationTrainDevMOS/0032.wav,3.2
./withReverberationTrainDevMOS/0033.wav,3.02
./withReverberationTrainDevMOS/0034.wav,3.6
./withReverberationTrainDevMOS/0036.wav,3.8
./withReverberationTrainDevMOS/0038.wav,3.11
./withReverberationTrainDevMOS/0040.wav,3.73
./withReverberationTrainDevMOS/0041.wav,3.87
./withReverberationTrainDevMOS/0042.wav,3.69
./withReverberationTrainDevMOS/0043.wav,3.67
./withReverberationTrainDevMOS/0044.wav,3.86
./withReverberationTrainDevMOS/0045.wav,3.65
./withReverberationTrainDevMOS/0046.wav,3.78
./withReverberationTrainDevMOS/0047.wav,3.78
./withReverberationTrainDevMOS/0048.wav,3.72
./withReverberationTrainDevMOS/0049.wav,3.82
./withReverberationTrainDevMOS/0067.wav,3.19
./withReverberationTrainDevMOS/0069.wav,3.21
./withReverberationTrainDevMOS/0073.wav,3.14
./withReverberationTrainDevMOS/0079.wav,3.02
./withReverberationTrainDevMOS/0080.wav,3.54
./withReverberationTrainDevMOS/0081.wav,3.52
./withReverberationTrainDevMOS/0082.wav,3.5
./withReverberationTrainDevMOS/0083.wav,3.86
./withReverberationTrainDevMOS/0084.wav,3.05
./withReverberationTrainDevMOS/0085.wav,3.76
./withReverberationTrainDevMOS/0086.wav,3.64
./withReverberationTrainDevMOS/0088.wav,3.07
./withReverberationTrainDevMOS/0089.wav,3.81
./withReverberationTrainDevMOS/0090.wav,3.93
./withReverberationTrainDevMOS/0092.wav,3.92
./withReverberationTrainDevMOS/0093.wav,3.68
./withReverberationTrainDevMOS/0094.wav,3.88
./withReverberationTrainDevMOS/0095.wav,3.28
./withReverberationTrainDevMOS/0096.wav,3.54
./withReverberationTrainDevMOS/0097.wav,3.84
./withReverberationTrainDevMOS/0099.wav,3.46
./withReverberationTrainDevMOS/0125.wav,3.07
./withReverberationTrainDevMOS/0130.wav,3.59
./withReverberationTrainDevMOS/0132.wav,3.51
./withReverberationTrainDevMOS/0133.wav,3.3
./withReverberationTrainDevMOS/0134.wav,3.38
./withReverberationTrainDevMOS/0137.wav,3.62
./withReverberationTrainDevMOS/0138.wav,3.53
./withReverberationTrainDevMOS/0139.wav,3.35
./withReverberationTrainDevMOS/0140.wav,3.85
./withReverberationTrainDevMOS/0142.wav,3.65
./withReverberationTrainDevMOS/0143.wav,3.85
./withReverberationTrainDevMOS/0144.wav,3.84
./withReverberationTrainDevMOS/0145.wav,3.9
./withReverberationTrainDevMOS/0148.wav,3.74
./withReverberationTrainDevMOS/0149.wav,3.77
./withReverberationTrainDevMOS/0165.wav,3.24
./withReverberationTrainDevMOS/0166.wav,3.19
./withReverberationTrainDevMOS/0176.wav,3.1
./withReverberationTrainDevMOS/0177.wav,3.01
./withReverberationTrainDevMOS/0178.wav,3.12
./withReverberationTrainDevMOS/0180.wav,3.61
./withReverberationTrainDevMOS/0182.wav,3.37
./withReverberationTrainDevMOS/0183.wav,3.75
./withReverberationTrainDevMOS/0184.wav,3.1
./withReverberationTrainDevMOS/0186.wav,3.11
./withReverberationTrainDevMOS/0187.wav,3.59
./withReverberationTrainDevMOS/0188.wav,3.32
./withReverberationTrainDevMOS/0189.wav,3.42
./withReverberationTrainDevMOS/0190.wav,3.6
./withReverberationTrainDevMOS/0191.wav,3.94
./withReverberationTrainDevMOS/0192.wav,3.96
./withReverberationTrainDevMOS/0194.wav,4.0
./withReverberationTrainDevMOS/0195.wav,3.57
./withReverberationTrainDevMOS/0196.wav,4.0
./withReverberationTrainDevMOS/0198.wav,3.95
./withReverberationTrainDevMOS/0216.wav,3.12
./withReverberationTrainDevMOS/0220.wav,3.04
./withReverberationTrainDevMOS/0222.wav,3.16
./withReverberationTrainDevMOS/0224.wav,3.08
./withReverberationTrainDevMOS/0232.wav,3.2
./withReverberationTrainDevMOS/0234.wav,3.24
./withReverberationTrainDevMOS/0235.wav,3.6
./withReverberationTrainDevMOS/0236.wav,3.48
./withReverberationTrainDevMOS/0237.wav,3.56
./withReverberationTrainDevMOS/0238.wav,3.32
./withReverberationTrainDevMOS/0239.wav,3.56
./withReverberationTrainDevMOS/0240.wav,3.96
./withReverberationTrainDevMOS/0241.wav,3.96
./withReverberationTrainDevMOS/0243.wav,3.56
./withReverberationTrainDevMOS/0244.wav,3.84
./withReverberationTrainDevMOS/0245.wav,3.92
./withReverberationTrainDevMOS/0246.wav,3.8
./withReverberationTrainDevMOS/0247.wav,3.92
./withReverberationTrainDevMOS/0248.wav,3.92
./withReverberationTrainDevMOS/0249.wav,3.92
./withReverberationTrainDevMOS/0269.wav,3.12
./withReverberationTrainDevMOS/0270.wav,3.04
./withReverberationTrainDevMOS/0280.wav,3.6
./withReverberationTrainDevMOS/0281.wav,3.2
./withReverberationTrainDevMOS/0282.wav,3.4
./withReverberationTrainDevMOS/0284.wav,3.28
./withReverberationTrainDevMOS/0286.wav,3.04
./withReverberationTrainDevMOS/0287.wav,3.16
./withReverberationTrainDevMOS/0288.wav,3.64
./withReverberationTrainDevMOS/0290.wav,4.0
